protein_id,compound_id
HBTAR004314,HBIN036555
HBTAR004314,HBIN019699
HBTAR004314,HBIN008647
HBTAR004314,HBIN020908
HBTAR004314,HBIN001681
HBTAR004314,HBIN031078
HBTAR004314,HBIN022794
HBTAR004314,HBIN035052
HBTAR004314,HBIN017727
HBTAR004314,HBIN016972
HBTAR004314,HBIN042975
HBTAR004314,HBIN015021
HBTAR004314,HBIN048269
HBTAR004314,HBIN004243
HBTAR004314,HBIN039458
HBTAR004314,HBIN005823
HBTAR004314,HBIN019795
HBTAR004314,HBIN026348
HBTAR004314,HBIN021715
HBTAR004314,HBIN039508
HBTAR004314,HBIN048988
HBTAR004314,HBIN042340
HBTAR004314,HBIN034916
HBTAR004314,HBIN014260
HBTAR004314,HBIN016973
HBTAR004314,HBIN041737
HBTAR004314,HBIN020991
HBTAR004314,HBIN038026
HBTAR004314,HBIN038665
HBTAR004314,HBIN046497
HBTAR004314,HBIN011563
HBTAR004314,HBIN032113
HBTAR004314,HBIN001367
HBTAR004314,HBIN023039
HBTAR004314,HBIN047437
HBTAR004314,HBIN003863
HBTAR004314,HBIN043076
HBTAR004314,HBIN041980
HBTAR004314,HBIN020493
HBTAR004314,HBIN038604
HBTAR004314,HBIN035899
HBTAR004314,HBIN005301
HBTAR004314,HBIN022194
HBTAR004314,HBIN032371
HBTAR004314,HBIN014093
HBTAR004314,HBIN033972
HBTAR004314,HBIN019156
HBTAR004314,HBIN040264
HBTAR004314,HBIN040737
HBTAR004314,HBIN000893
HBTAR004314,HBIN035721
HBTAR004314,HBIN017875
HBTAR004314,HBIN043567
HBTAR004314,HBIN003877
HBTAR004314,HBIN046299
HBTAR004314,HBIN033403
HBTAR004314,HBIN006468
HBTAR004314,HBIN013367
HBTAR004314,HBIN013447
HBTAR004314,HBIN010920
HBTAR004314,HBIN027849
HBTAR004314,HBIN046374
HBTAR004314,HBIN012193
HBTAR004314,HBIN039661
HBTAR004314,HBIN029699
HBTAR004314,HBIN016184
HBTAR004314,HBIN032567
HBTAR004314,HBIN044239
HBTAR004314,HBIN035746
HBTAR004314,HBIN034746
HBTAR004314,HBIN043631
HBTAR004314,HBIN031713
HBTAR004314,HBIN030761
HBTAR004314,HBIN021536
HBTAR004314,HBIN039995
HBTAR004314,HBIN017024
HBTAR004314,HBIN027130
HBTAR004314,HBIN034772
HBTAR004314,HBIN023875
HBTAR004314,HBIN047030
HBTAR004314,HBIN025322
HBTAR004314,HBIN035169
HBTAR004314,HBIN034083
HBTAR004314,HBIN025320
HBTAR004314,HBIN027612
HBTAR004314,HBIN021250
HBTAR004314,HBIN015065
HBTAR004314,HBIN041208
HBTAR004314,HBIN042759
HBTAR004314,HBIN046860
HBTAR004314,HBIN031272
HBTAR004314,HBIN013455
HBTAR004314,HBIN048300
HBTAR004314,HBIN044034
HBTAR004314,HBIN011821
HBTAR004314,HBIN025961
HBTAR004314,HBIN014956
HBTAR004314,HBIN000071
HBTAR004314,HBIN021780
HBTAR004314,HBIN034797
HBTAR004314,HBIN027811
HBTAR004314,HBIN033560
HBTAR004314,HBIN031070
HBTAR004314,HBIN007618
HBTAR004314,HBIN038267
HBTAR004314,HBIN001903
HBTAR004314,HBIN041276
HBTAR004314,HBIN020965
HBTAR004314,HBIN041407
HBTAR004314,HBIN024072
HBTAR004314,HBIN048089
HBTAR004314,HBIN035376
HBTAR004314,HBIN043763
HBTAR004314,HBIN005898
HBTAR004314,HBIN032938
HBTAR004314,HBIN037888
HBTAR004314,HBIN031049
HBTAR004314,HBIN022407
HBTAR004314,HBIN044638
HBTAR004314,HBIN033641
HBTAR004314,HBIN028925
HBTAR004314,HBIN036357
HBTAR004314,HBIN044455
HBTAR004314,HBIN044035
HBTAR004314,HBIN025599
HBTAR004314,HBIN020871
HBTAR004314,HBIN026413
HBTAR004314,HBIN039826
HBTAR004314,HBIN017887
HBTAR004314,HBIN032486
HBTAR004314,HBIN016822
HBTAR004314,HBIN030582
HBTAR004314,HBIN020656
HBTAR004314,HBIN045104
HBTAR004314,HBIN046469
HBTAR004314,HBIN039240
HBTAR004314,HBIN015832
HBTAR004314,HBIN007677
HBTAR004314,HBIN010703
HBTAR004314,HBIN002685
HBTAR004314,HBIN042095
HBTAR004314,HBIN032536
HBTAR004314,HBIN035908
HBTAR004314,HBIN018094
HBTAR004314,HBIN011806
HBTAR004314,HBIN024901
HBTAR004314,HBIN021220
HBTAR004314,HBIN043915
HBTAR004314,HBIN016899
HBTAR004314,HBIN014294
HBTAR004314,HBIN017740
HBTAR004314,HBIN042339
HBTAR004314,HBIN021437
HBTAR004314,HBIN018689
HBTAR004314,HBIN006218
HBTAR004314,HBIN038254
HBTAR004314,HBIN035489
HBTAR004314,HBIN035185
HBTAR004314,HBIN041017
HBTAR004314,HBIN018710
HBTAR004314,HBIN011749
HBTAR004314,HBIN004383
HBTAR004314,HBIN032812
HBTAR004314,HBIN045822
HBTAR004314,HBIN041099
HBTAR004314,HBIN019122
HBTAR004314,HBIN021970
HBTAR004314,HBIN023816
HBTAR004314,HBIN021986
HBTAR004314,HBIN007058
HBTAR004314,HBIN043956
HBTAR004314,HBIN045496
HBTAR004314,HBIN015210
HBTAR004314,HBIN040951
HBTAR004314,HBIN023732
HBTAR004314,HBIN000290
HBTAR004314,HBIN014824
HBTAR004314,HBIN015943
HBTAR004314,HBIN043591
HBTAR004314,HBIN017043
HBTAR004314,HBIN039207
HBTAR004314,HBIN036550
HBTAR004314,HBIN037303
HBTAR004314,HBIN031704
HBTAR004314,HBIN034674
HBTAR004314,HBIN027456
HBTAR004314,HBIN032307
HBTAR004314,HBIN018912
HBTAR004314,HBIN044927
HBTAR004314,HBIN007043
HBTAR004314,HBIN013057
HBTAR004314,HBIN023646
HBTAR004314,HBIN007880
HBTAR004314,HBIN019212
HBTAR004314,HBIN034754
HBTAR004314,HBIN048261
HBTAR004314,HBIN040676
HBTAR004314,HBIN029630
HBTAR004314,HBIN037381
HBTAR004314,HBIN008944
HBTAR004314,HBIN035633
HBTAR004314,HBIN026264
HBTAR004314,HBIN000624
HBTAR004314,HBIN037506
HBTAR004314,HBIN000033
HBTAR004314,HBIN031539
HBTAR004314,HBIN000625
HBTAR004314,HBIN012459
HBTAR004314,HBIN012019
HBTAR004314,HBIN041334
HBTAR004314,HBIN047613
HBTAR004314,HBIN048049
HBTAR004314,HBIN017009
HBTAR004314,HBIN031388
HBTAR004314,HBIN031387
HBTAR004314,HBIN014393
HBTAR004314,HBIN015829
HBTAR004314,HBIN026550
HBTAR004314,HBIN038876
HBTAR004314,HBIN040557
HBTAR004314,HBIN006619
HBTAR004314,HBIN045073
HBTAR004314,HBIN044780
HBTAR004314,HBIN027484
HBTAR004314,HBIN019762
HBTAR004314,HBIN036266
HBTAR004314,HBIN020224
HBTAR004314,HBIN031109
HBTAR004314,HBIN043445
HBTAR004314,HBIN029907
HBTAR004314,HBIN034305
HBTAR004314,HBIN047423
HBTAR004314,HBIN048347
HBTAR004314,HBIN043388
HBTAR004314,HBIN024343
HBTAR004314,HBIN042850
HBTAR004314,HBIN037640
HBTAR004314,HBIN039654
HBTAR004314,HBIN048435
HBTAR004314,HBIN048947
HBTAR004314,HBIN037485
HBTAR004314,HBIN040900
HBTAR004314,HBIN020637
HBTAR004314,HBIN018040
HBTAR004314,HBIN044680
HBTAR004314,HBIN025944
HBTAR004314,HBIN012023
HBTAR004314,HBIN046537
HBTAR004314,HBIN009583
HBTAR004314,HBIN044537
HBTAR004314,HBIN021462
HBTAR004314,HBIN013560
HBTAR004314,HBIN035033
HBTAR004314,HBIN041993
HBTAR004314,HBIN004419
HBTAR004314,HBIN047180
HBTAR004314,HBIN032661
HBTAR004314,HBIN024306
HBTAR004314,HBIN043073
HBTAR004314,HBIN045003
HBTAR004314,HBIN026567
HBTAR004314,HBIN040797
HBTAR004314,HBIN026933
HBTAR004314,HBIN037345
HBTAR004314,HBIN022397
HBTAR004314,HBIN049078
HBTAR004314,HBIN040864
HBTAR004314,HBIN024964
HBTAR004314,HBIN019829
HBTAR004314,HBIN039072
HBTAR004314,HBIN037453
HBTAR004314,HBIN008798
HBTAR004314,HBIN033109
HBTAR004314,HBIN024314
HBTAR004314,HBIN012725
HBTAR004314,HBIN017286
HBTAR004314,HBIN018033
HBTAR004314,HBIN030436
HBTAR004314,HBIN023198
HBTAR004314,HBIN043172
HBTAR004314,HBIN021757
HBTAR004314,HBIN014929
HBTAR004314,HBIN044776
HBTAR004314,HBIN007291
HBTAR004314,HBIN043161
HBTAR004314,HBIN004382
HBTAR004314,HBIN025612
HBTAR004314,HBIN046494
HBTAR004314,HBIN029414
HBTAR004314,HBIN016799
HBTAR004314,HBIN005875
HBTAR004314,HBIN000643
HBTAR004314,HBIN038490
HBTAR004314,HBIN047616
HBTAR004314,HBIN029094
HBTAR004314,HBIN023758
HBTAR004314,HBIN014937
HBTAR004314,HBIN048330
HBTAR004314,HBIN026843
HBTAR004314,HBIN021796
HBTAR004314,HBIN028044
HBTAR004314,HBIN007054
HBTAR004314,HBIN044341
HBTAR004314,HBIN039614
HBTAR004314,HBIN034696
HBTAR004314,HBIN012568
HBTAR004314,HBIN005175
HBTAR004314,HBIN017333
HBTAR004314,HBIN033449
HBTAR004314,HBIN047969
HBTAR004314,HBIN048542
HBTAR004314,HBIN004953
HBTAR004314,HBIN018278
HBTAR004314,HBIN048460
HBTAR004314,HBIN025256
HBTAR004314,HBIN019342
HBTAR004314,HBIN026067
HBTAR004314,HBIN030603
HBTAR004314,HBIN036050
HBTAR004314,HBIN007995
HBTAR004314,HBIN029027
HBTAR004314,HBIN035540
HBTAR004314,HBIN013647
HBTAR004314,HBIN036756
HBTAR004314,HBIN037857
HBTAR004314,HBIN013015
HBTAR004314,HBIN019239
HBTAR004314,HBIN033262
HBTAR004314,HBIN039348
HBTAR004314,HBIN034493
HBTAR004314,HBIN033235
HBTAR004314,HBIN028531
HBTAR004314,HBIN017128
HBTAR004314,HBIN005451
HBTAR004314,HBIN025860
HBTAR004314,HBIN026828
HBTAR004314,HBIN047285
HBTAR004314,HBIN046177
HBTAR004314,HBIN048578
HBTAR004314,HBIN039396
HBTAR004314,HBIN012906
HBTAR004314,HBIN009536
HBTAR004314,HBIN006254
HBTAR004314,HBIN024452
HBTAR004314,HBIN040328
HBTAR004314,HBIN023172
HBTAR004314,HBIN037714
HBTAR004314,HBIN021642
HBTAR004314,HBIN007410
HBTAR004314,HBIN038995
HBTAR004314,HBIN035467
HBTAR004314,HBIN021603
HBTAR004314,HBIN028404
HBTAR004314,HBIN027298
HBTAR004314,HBIN037250
HBTAR004314,HBIN029720
HBTAR004314,HBIN000963
HBTAR004314,HBIN019540
HBTAR004314,HBIN035090
HBTAR004314,HBIN014955
HBTAR004314,HBIN030282
HBTAR004314,HBIN042466
HBTAR004314,HBIN027522
HBTAR004314,HBIN035804
HBTAR004314,HBIN034623
HBTAR004314,HBIN036777
HBTAR004314,HBIN011091
HBTAR004314,HBIN016955
HBTAR004314,HBIN046780
HBTAR004314,HBIN017124
HBTAR004314,HBIN008504
HBTAR004314,HBIN033867
HBTAR004314,HBIN026971
HBTAR004314,HBIN027733
HBTAR004314,HBIN047313
HBTAR004314,HBIN048442
HBTAR004314,HBIN002052
HBTAR004314,HBIN032460
HBTAR004314,HBIN026322
HBTAR004314,HBIN040105
HBTAR004314,HBIN034212
HBTAR004314,HBIN023058
HBTAR004314,HBIN027681
HBTAR004314,HBIN012439
HBTAR004314,HBIN006395
HBTAR004314,HBIN001587
HBTAR004314,HBIN000959
HBTAR004314,HBIN040907
HBTAR004314,HBIN032386
HBTAR004314,HBIN040341
HBTAR004314,HBIN027403
HBTAR004314,HBIN033582
HBTAR004314,HBIN038355
HBTAR004314,HBIN008939
HBTAR004314,HBIN043334
HBTAR004314,HBIN041350
HBTAR004314,HBIN046632
HBTAR004314,HBIN046731
HBTAR004314,HBIN038088
HBTAR004314,HBIN018664
HBTAR004314,HBIN029055
HBTAR004314,HBIN037568
HBTAR004314,HBIN015494
HBTAR004314,HBIN021605
HBTAR004314,HBIN027696
HBTAR004314,HBIN030896
HBTAR004314,HBIN007387
HBTAR004314,HBIN006323
HBTAR004314,HBIN021150
HBTAR004314,HBIN029446
HBTAR004314,HBIN003944
HBTAR004314,HBIN007505
HBTAR004314,HBIN044495
HBTAR004314,HBIN034647
HBTAR004314,HBIN046825
HBTAR004314,HBIN045937
HBTAR004314,HBIN015130
HBTAR004314,HBIN009367
HBTAR004314,HBIN020489
HBTAR004314,HBIN009603
HBTAR004314,HBIN040575
HBTAR004314,HBIN021131
HBTAR004314,HBIN033638
HBTAR004314,HBIN041187
HBTAR004314,HBIN036749
HBTAR004314,HBIN044746
HBTAR004314,HBIN038766
HBTAR004314,HBIN038725
HBTAR004314,HBIN049051
HBTAR004314,HBIN024793
HBTAR004314,HBIN033649
HBTAR004314,HBIN006009
HBTAR004314,HBIN025338
HBTAR004314,HBIN019722
HBTAR004314,HBIN030932
HBTAR004314,HBIN033852
HBTAR004314,HBIN010510
HBTAR004314,HBIN021617
HBTAR004314,HBIN019962
HBTAR004314,HBIN038875
HBTAR004314,HBIN024207
HBTAR004314,HBIN015849
HBTAR004314,HBIN018049
HBTAR004314,HBIN043206
HBTAR004314,HBIN019986
HBTAR004314,HBIN028346
HBTAR004314,HBIN008534
HBTAR004314,HBIN000780
HBTAR004314,HBIN022645
HBTAR004314,HBIN019550
HBTAR004314,HBIN012564
HBTAR004314,HBIN002716
HBTAR004314,HBIN040063
HBTAR004314,HBIN019158
HBTAR004314,HBIN033451
HBTAR004314,HBIN037089
HBTAR004314,HBIN045392
HBTAR004314,HBIN016033
HBTAR004314,HBIN021422
HBTAR004314,HBIN027798
HBTAR004314,HBIN034841
HBTAR004314,HBIN035378
HBTAR004314,HBIN000982
HBTAR004314,HBIN025386
HBTAR004314,HBIN026356
HBTAR004314,HBIN034416
HBTAR004314,HBIN046260
HBTAR004314,HBIN014139
HBTAR004314,HBIN043394
HBTAR004314,HBIN014693
HBTAR004314,HBIN001772
HBTAR004314,HBIN001828
HBTAR004314,HBIN010662
HBTAR004314,HBIN016891
HBTAR004314,HBIN018535
HBTAR004314,HBIN008947
HBTAR004314,HBIN026719
HBTAR004314,HBIN035270
HBTAR004314,HBIN030133
HBTAR004314,HBIN023935
HBTAR004314,HBIN010404
HBTAR004314,HBIN000792
HBTAR004314,HBIN037302
HBTAR004314,HBIN047744
HBTAR004314,HBIN003326
HBTAR004314,HBIN022169
HBTAR004314,HBIN032759
HBTAR004314,HBIN031661
HBTAR004314,HBIN012270
HBTAR004314,HBIN033832
HBTAR004314,HBIN047126
HBTAR004314,HBIN034216
HBTAR004314,HBIN036460
HBTAR004314,HBIN015867
HBTAR004314,HBIN006599
HBTAR004314,HBIN021765
HBTAR004314,HBIN049172
HBTAR004314,HBIN044676
HBTAR004314,HBIN006351
HBTAR004314,HBIN013173
HBTAR004314,HBIN004177
HBTAR004314,HBIN041995
HBTAR004314,HBIN031914
HBTAR004314,HBIN043204
HBTAR004314,HBIN035130
HBTAR004314,HBIN038467
HBTAR004314,HBIN022771
HBTAR004314,HBIN020011
HBTAR004314,HBIN037274
HBTAR004314,HBIN016693
HBTAR004314,HBIN035125
HBTAR004314,HBIN008269
HBTAR004314,HBIN003052
HBTAR004314,HBIN018205
HBTAR004314,HBIN005139
HBTAR004314,HBIN022766
HBTAR004314,HBIN038371
HBTAR004314,HBIN019876
HBTAR004314,HBIN046247
HBTAR004314,HBIN032849
HBTAR004314,HBIN004305
HBTAR004314,HBIN043528
HBTAR004314,HBIN044228
HBTAR004314,HBIN038424
HBTAR004314,HBIN018373
HBTAR004314,HBIN047762
HBTAR004314,HBIN001864
HBTAR004314,HBIN019117
HBTAR004314,HBIN049093
HBTAR004314,HBIN002780
HBTAR004314,HBIN017147
HBTAR004314,HBIN002331
HBTAR004314,HBIN047793
HBTAR004314,HBIN005484
HBTAR004314,HBIN000571
HBTAR004314,HBIN010184
HBTAR004314,HBIN019159
HBTAR004314,HBIN030780
HBTAR004314,HBIN041483
HBTAR004314,HBIN048449
HBTAR004314,HBIN036432
HBTAR004314,HBIN020559
HBTAR004314,HBIN036355
HBTAR004314,HBIN043828
HBTAR004314,HBIN007453
HBTAR004314,HBIN019204
HBTAR004314,HBIN005921
HBTAR004314,HBIN016620
HBTAR004314,HBIN004878
HBTAR004314,HBIN026970
HBTAR004314,HBIN048676
HBTAR004314,HBIN033265
HBTAR004314,HBIN040266
HBTAR004314,HBIN033854
HBTAR004314,HBIN037671
HBTAR004314,HBIN046738
HBTAR004314,HBIN018160
HBTAR004314,HBIN039175
HBTAR004314,HBIN030447
HBTAR004314,HBIN035015
HBTAR004314,HBIN031114
HBTAR004314,HBIN032585
HBTAR004314,HBIN013188
HBTAR004314,HBIN003162
HBTAR004314,HBIN034595
HBTAR004314,HBIN046248
HBTAR004314,HBIN003919
HBTAR004314,HBIN035426
HBTAR004314,HBIN025530
HBTAR004314,HBIN045172
HBTAR004314,HBIN039391
HBTAR004314,HBIN024712
HBTAR004314,HBIN035253
HBTAR004314,HBIN022093
HBTAR004314,HBIN029921
HBTAR004314,HBIN042077
HBTAR004314,HBIN043329
HBTAR004314,HBIN005655
HBTAR004314,HBIN006105
HBTAR004314,HBIN001042
HBTAR004314,HBIN012234
HBTAR004314,HBIN023702
HBTAR004314,HBIN037087
HBTAR004314,HBIN008696
HBTAR004314,HBIN004339
HBTAR004314,HBIN019502
HBTAR004314,HBIN047457
HBTAR004314,HBIN019690
HBTAR004314,HBIN026766
HBTAR004314,HBIN010320
HBTAR004314,HBIN039092
HBTAR004314,HBIN048334
HBTAR004314,HBIN048911
HBTAR004314,HBIN015117
HBTAR004314,HBIN025856
HBTAR004314,HBIN004361
HBTAR004314,HBIN035635
HBTAR004314,HBIN034527
HBTAR004314,HBIN001408
HBTAR004314,HBIN028348
HBTAR004314,HBIN046639
HBTAR004314,HBIN031446
HBTAR004314,HBIN002067
HBTAR004314,HBIN047272
HBTAR004314,HBIN019321
HBTAR004314,HBIN000002
HBTAR004314,HBIN042350
HBTAR004314,HBIN003637
HBTAR004314,HBIN042901
HBTAR004314,HBIN038785
HBTAR004314,HBIN023401
HBTAR004314,HBIN025676
HBTAR004314,HBIN044834
HBTAR004314,HBIN034627
HBTAR004314,HBIN025589
HBTAR004314,HBIN037936
HBTAR004314,HBIN039456
HBTAR004314,HBIN047612
HBTAR004314,HBIN012944
HBTAR004314,HBIN004648
HBTAR004314,HBIN012506
HBTAR004314,HBIN017923
HBTAR004314,HBIN010820
HBTAR004314,HBIN033034
HBTAR004314,HBIN018870
HBTAR004314,HBIN043833
HBTAR004314,HBIN018812
HBTAR004314,HBIN036009
HBTAR004314,HBIN045146
HBTAR004314,HBIN037518
HBTAR004314,HBIN033428
HBTAR004314,HBIN037630
HBTAR004314,HBIN043091
HBTAR004314,HBIN030301
HBTAR004314,HBIN003993
HBTAR004314,HBIN008506
HBTAR004314,HBIN041398
HBTAR004314,HBIN012667
HBTAR004314,HBIN049221
HBTAR004314,HBIN046067
HBTAR004314,HBIN003422
HBTAR004314,HBIN029702
HBTAR004314,HBIN046111
HBTAR004314,HBIN049018
HBTAR004314,HBIN003518
HBTAR004314,HBIN022621
HBTAR004314,HBIN001610
HBTAR004314,HBIN045516
HBTAR004314,HBIN026946
HBTAR004314,HBIN047618
HBTAR004314,HBIN021482
HBTAR004314,HBIN028076
HBTAR004314,HBIN016103
HBTAR004314,HBIN024391
HBTAR004314,HBIN043326
HBTAR004314,HBIN017937
HBTAR004314,HBIN020653
HBTAR004314,HBIN033855
HBTAR004314,HBIN025917
HBTAR004314,HBIN027924
HBTAR004314,HBIN017814
HBTAR004314,HBIN047323
HBTAR004314,HBIN018341
HBTAR004314,HBIN021161
HBTAR004314,HBIN004409
HBTAR004314,HBIN041471
HBTAR004314,HBIN045258
HBTAR004314,HBIN031960
HBTAR004314,HBIN027576
HBTAR004314,HBIN025087
HBTAR004314,HBIN039487
HBTAR004314,HBIN005411
HBTAR004314,HBIN034342
HBTAR004314,HBIN035812
HBTAR004314,HBIN023203
HBTAR004314,HBIN029315
HBTAR004314,HBIN025861
HBTAR004314,HBIN032770
HBTAR004314,HBIN045128
HBTAR004314,HBIN027070
HBTAR004314,HBIN001422
HBTAR004314,HBIN037886
HBTAR004314,HBIN037396
HBTAR004314,HBIN024346
HBTAR004314,HBIN027611
HBTAR004314,HBIN006624
HBTAR004314,HBIN007081
HBTAR004314,HBIN046831
HBTAR004314,HBIN004900
HBTAR004314,HBIN042903
HBTAR004314,HBIN024224
HBTAR004314,HBIN016134
HBTAR004314,HBIN041687
HBTAR004314,HBIN008705
HBTAR004314,HBIN015064
HBTAR004314,HBIN032512
HBTAR004314,HBIN044174
HBTAR004314,HBIN030247
HBTAR004314,HBIN043533
HBTAR004314,HBIN015510
HBTAR004314,HBIN017866
HBTAR004314,HBIN029163
HBTAR004314,HBIN029433
HBTAR004314,HBIN042319
HBTAR004314,HBIN017523
HBTAR004314,HBIN033279
HBTAR004314,HBIN037460
HBTAR004314,HBIN022295
HBTAR004314,HBIN031775
HBTAR004314,HBIN026145
HBTAR004314,HBIN023190
HBTAR004314,HBIN030339
HBTAR004314,HBIN020448
HBTAR004314,HBIN009616
HBTAR004314,HBIN020741
HBTAR004314,HBIN027927
HBTAR004314,HBIN041443
HBTAR004314,HBIN029214
HBTAR004314,HBIN028959
HBTAR004314,HBIN008267
HBTAR004314,HBIN000450
HBTAR004314,HBIN040591
HBTAR004314,HBIN024274
HBTAR004314,HBIN007116
HBTAR004314,HBIN045071
HBTAR004314,HBIN022845
HBTAR004314,HBIN040083
HBTAR004314,HBIN049227
HBTAR004314,HBIN030816
HBTAR004314,HBIN038923
HBTAR004314,HBIN035648
HBTAR004314,HBIN002023
HBTAR004314,HBIN008225
HBTAR004314,HBIN024539
HBTAR004314,HBIN037045
HBTAR004314,HBIN032027
HBTAR004314,HBIN036155
HBTAR004314,HBIN008661
HBTAR004314,HBIN042073
HBTAR004314,HBIN001872
HBTAR004314,HBIN048245
HBTAR004314,HBIN031741
HBTAR004314,HBIN011058
HBTAR004314,HBIN031895
HBTAR004314,HBIN003278
HBTAR004314,HBIN038770
HBTAR004314,HBIN047877
HBTAR004314,HBIN024954
HBTAR004314,HBIN018924
HBTAR004314,HBIN047318
HBTAR004314,HBIN018020
HBTAR004314,HBIN038086
HBTAR004314,HBIN045927
HBTAR004314,HBIN048396
HBTAR004314,HBIN018602
HBTAR004314,HBIN021308
HBTAR004314,HBIN046960
HBTAR004314,HBIN040963
HBTAR004314,HBIN024822
HBTAR004314,HBIN021292
HBTAR004314,HBIN047425
HBTAR004314,HBIN035039
HBTAR004314,HBIN041395
HBTAR004314,HBIN019206
HBTAR004314,HBIN041608
HBTAR004314,HBIN027742
HBTAR004314,HBIN008553
HBTAR004314,HBIN046504
HBTAR004314,HBIN046341
HBTAR004314,HBIN004386
HBTAR004314,HBIN002425
HBTAR004314,HBIN040687
HBTAR004314,HBIN015689
HBTAR004314,HBIN011491
HBTAR004314,HBIN002609
HBTAR004314,HBIN023798
HBTAR004314,HBIN011282
HBTAR004314,HBIN044772
HBTAR004314,HBIN033768
HBTAR004314,HBIN037185
HBTAR004314,HBIN010830
HBTAR004314,HBIN044118
HBTAR004314,HBIN004550
HBTAR004314,HBIN017341
HBTAR004314,HBIN009363
HBTAR004314,HBIN022724
HBTAR004314,HBIN017701
HBTAR004314,HBIN014244
HBTAR004314,HBIN036081
HBTAR004314,HBIN033538
HBTAR004314,HBIN033611
HBTAR004314,HBIN001145
HBTAR004314,HBIN039438
HBTAR004314,HBIN020394
HBTAR004314,HBIN022264
HBTAR004314,HBIN021166
HBTAR004314,HBIN019909
HBTAR004314,HBIN036819
HBTAR004314,HBIN049092
HBTAR004314,HBIN030000
HBTAR004314,HBIN007663
HBTAR004314,HBIN022279
HBTAR004314,HBIN048367
HBTAR004314,HBIN020749
HBTAR004314,HBIN026826
HBTAR004314,HBIN010278
HBTAR004314,HBIN027349
HBTAR004314,HBIN046490
HBTAR004314,HBIN024002
HBTAR004314,HBIN005745
HBTAR004314,HBIN014236
HBTAR004314,HBIN033890
HBTAR004314,HBIN030753
HBTAR004314,HBIN031261
HBTAR004314,HBIN023224
HBTAR004314,HBIN041394
HBTAR004314,HBIN008422
HBTAR004314,HBIN009679
HBTAR004314,HBIN014078
HBTAR004314,HBIN017808
HBTAR004314,HBIN043341
HBTAR004314,HBIN026063
HBTAR004314,HBIN038459
HBTAR004314,HBIN040164
HBTAR004314,HBIN035384
HBTAR004314,HBIN043911
HBTAR004314,HBIN044916
HBTAR004314,HBIN024351
HBTAR004314,HBIN015447
HBTAR004314,HBIN000728
HBTAR004314,HBIN010388
HBTAR004314,HBIN013413
HBTAR004314,HBIN038696
HBTAR004314,HBIN032264
HBTAR004314,HBIN002123
HBTAR004314,HBIN008872
HBTAR004314,HBIN003335
HBTAR004314,HBIN012217
HBTAR004314,HBIN012943
HBTAR004314,HBIN002042
HBTAR004314,HBIN047452
HBTAR004314,HBIN043727
HBTAR004314,HBIN040165
HBTAR004314,HBIN026184
HBTAR004314,HBIN014190
HBTAR004314,HBIN027401
HBTAR004314,HBIN024118
HBTAR004314,HBIN024526
HBTAR004314,HBIN010340
HBTAR004314,HBIN042875
HBTAR004314,HBIN046412
HBTAR004314,HBIN036339
HBTAR004314,HBIN033198
HBTAR004314,HBIN043891
HBTAR004314,HBIN018469
HBTAR004314,HBIN029831
HBTAR004314,HBIN023338
HBTAR004314,HBIN014087
HBTAR004314,HBIN032488
HBTAR004314,HBIN020912
HBTAR004314,HBIN016843
HBTAR004314,HBIN018821
HBTAR004314,HBIN023066
HBTAR004314,HBIN031346
HBTAR004314,HBIN019684
HBTAR004314,HBIN015469
HBTAR004314,HBIN031566
HBTAR004314,HBIN019837
HBTAR004314,HBIN025798
HBTAR004314,HBIN045115
HBTAR004314,HBIN015668
HBTAR004314,HBIN007485
HBTAR004314,HBIN043380
HBTAR004314,HBIN036710
HBTAR004314,HBIN027333
HBTAR004314,HBIN026007
HBTAR004314,HBIN010863
HBTAR004314,HBIN011931
HBTAR004314,HBIN030733
HBTAR004314,HBIN003109
HBTAR004314,HBIN026379
HBTAR004314,HBIN035597
HBTAR004314,HBIN040583
HBTAR004314,HBIN002089
HBTAR004314,HBIN045261
HBTAR004314,HBIN015565
HBTAR004314,HBIN039363
HBTAR004314,HBIN014241
HBTAR004314,HBIN048301
HBTAR004314,HBIN042658
HBTAR004314,HBIN022782
HBTAR004314,HBIN014938
HBTAR004314,HBIN022599
HBTAR004314,HBIN041153
HBTAR004314,HBIN007867
HBTAR004314,HBIN032346
HBTAR004314,HBIN031021
HBTAR004314,HBIN037642
HBTAR004314,HBIN006095
HBTAR004314,HBIN010113
HBTAR004314,HBIN030232
HBTAR004314,HBIN034569
HBTAR004314,HBIN022786
HBTAR004314,HBIN018953
HBTAR004314,HBIN033397
HBTAR004314,HBIN036907
HBTAR004314,HBIN017287
HBTAR004314,HBIN044088
HBTAR004314,HBIN037186
HBTAR004314,HBIN048579
HBTAR004314,HBIN020852
HBTAR004314,HBIN031405
HBTAR004314,HBIN038606
HBTAR004314,HBIN036795
HBTAR004314,HBIN022494
HBTAR004314,HBIN027568
HBTAR004314,HBIN027694
HBTAR004314,HBIN009606
HBTAR004314,HBIN035165
HBTAR004314,HBIN025287
HBTAR004314,HBIN029920
HBTAR004314,HBIN017246
HBTAR004314,HBIN020167
HBTAR004314,HBIN042801
HBTAR004314,HBIN033304
HBTAR004314,HBIN033330
HBTAR004314,HBIN036736
HBTAR004314,HBIN037372
HBTAR004314,HBIN033576
HBTAR004314,HBIN028728
HBTAR004314,HBIN027441
HBTAR004314,HBIN036837
